9.72058E-06	0.0288675	57.735	57735	9.72058E-06	0.0288675	57.735	57735	9.72058E-06	0.0288675	57.735	57735
7.77647E-05	0.11547	115.47	57735	7.77647E-05	0.11547	115.47	57735	7.77647E-05	0.11547	115.47	57735
0.000262456	0.259808	173.205	57735	0.000262456	0.259808	173.205	57735	0.000262456	0.259808	173.205	57735
0.000622117	0.46188	230.94	57735	0.000622117	0.46188	230.94	57735	0.000622117	0.46188	230.94	57735
0.00121507	0.721688	288.675	57735	0.00121507	0.721688	288.675	57735	0.00121507	0.721688	288.675	57735
0.00209965	1.03923	346.41	57735	0.00209965	1.03923	346.41	57735	0.00209965	1.03923	346.41	57735
0.00333416	1.41451	404.145	57735	0.00333416	1.41451	404.145	57735	0.00333416	1.41451	404.145	57735
0.00495957	1.79389	350.513	-57735	0.00495957	1.79389	350.513	-57735	0.00495957	1.79389	350.513	-57735
0.00693906	2.11553	292.778	-57735	0.00693906	2.11553	292.778	-57735	0.00693906	2.11553	292.778	-57735
0.00921432	2.37945	235.043	-57735	0.00921432	2.37945	235.043	-57735	0.00921432	2.37945	235.043	-57735
0.011727	2.58562	177.308	-57735	0.011727	2.58562	177.308	-57735	0.011727	2.58562	177.308	-57735
0.0144188	2.73406	119.573	-57735	0.0144188	2.73406	119.573	-57735	0.0144188	2.73406	119.573	-57735
0.0172314	2.82477	61.8381	-57735	0.0172314	2.82477	61.8381	-57735	0.0172314	2.82477	61.8381	-57735
0.0201065	2.85774	4.1031	-57735	0.0201065	2.85774	4.1031	-57735	0.0201065	2.85774	4.1031	-57735
0.0229934	2.85774	0	0	0.0229934	2.85774	0	0	0.0229934	2.85774	0	0
0.0258802	2.85774	0	0	0.0258802	2.85774	0	0	0.0258802	2.85774	0	0
0.0287671	2.85774	0	0	0.0287671	2.85774	0	0	0.0287671	2.85774	0	0
0.031654	2.85774	0	0	0.031654	2.85774	0	0	0.031654	2.85774	0	0
0.0345408	2.85774	0	0	0.0345408	2.85774	0	0	0.0345408	2.85774	0	0
0.0374277	2.85774	0	0	0.0374277	2.85774	0	0	0.0374277	2.85774	0	0
0.0403146	2.85774	0	0	0.0403146	2.85774	0	0	0.0403146	2.85774	0	0
0.0432014	2.85774	0	0	0.0432014	2.85774	0	0	0.0432014	2.85774	0	0
0.0460883	2.85774	0	0	0.0460883	2.85774	0	0	0.0460883	2.85774	0	0
0.0489752	2.85774	0	0	0.0489752	2.85774	0	0	0.0489752	2.85774	0	0
0.051862	2.85774	0	0	0.051862	2.85774	0	0	0.051862	2.85774	0	0
0.0547489	2.85774	0	0	0.0547489	2.85774	0	0	0.0547489	2.85774	0	0
0.0576358	2.85774	0	0	0.0576358	2.85774	0	0	0.0576358	2.85774	0	0
0.0605226	2.85774	0	0	0.0605226	2.85774	0	0	0.0605226	2.85774	0	0
0.0634095	2.85774	0	0	0.0634095	2.85774	0	0	0.0634095	2.85774	0	0
0.0662964	2.85774	0	0	0.0662964	2.85774	0	0	0.0662964	2.85774	0	0
0.0691832	2.85774	0	0	0.0691832	2.85774	0	0	0.0691832	2.85774	0	0
0.0720701	2.85774	0	0	0.0720701	2.85774	0	0	0.0720701	2.85774	0	0
0.0749569	2.85774	0	0	0.0749569	2.85774	0	0	0.0749569	2.85774	0	0
0.0778438	2.85774	0	0	0.0778438	2.85774	0	0	0.0778438	2.85774	0	0
0.0807307	2.85774	0	0	0.0807307	2.85774	0	0	0.0807307	2.85774	0	0
0.0836175	2.85774	0	0	0.0836175	2.85774	0	0	0.0836175	2.85774	0	0
0.0865044	2.85774	0	0	0.0865044	2.85774	0	0	0.0865044	2.85774	0	0
0.0893913	2.85774	0	0	0.0893913	2.85774	0	0	0.0893913	2.85774	0	0
0.0922781	2.85774	0	0	0.0922781	2.85774	0	0	0.0922781	2.85774	0	0
0.095165	2.85774	0	0	0.095165	2.85774	0	0	0.095165	2.85774	0	0
0.0980519	2.85774	0	0	0.0980519	2.85774	0	0	0.0980519	2.85774	0	0
0.100939	2.85774	0	0	0.100939	2.85774	0	0	0.100939	2.85774	0	0
0.103826	2.85774	0	0	0.103826	2.85774	0	0	0.103826	2.85774	0	0
