Torque Input
0	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
0	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
-10	
