Time	Actual Torque	Actual Velocity
13808	0	-0.0195407
13808.5	-0.00237	0.0147236
13809	0.00237	-0.0419821
13809.5	0	0.0261695
13810	0	-0.0284
13810.5	-0.00237	0.0036233
13811	-0.00237	-0.013624
13811.5	0.00237	0.0330077
13812	0	0.0187972
13812.5	0	-0.03439
13813	0	-0.0149854
13813.5	0	0.00549779
13814	0	0.00869174
13814.5	0	-0.0011205
13815	0	-0.0258553
13815.5	0	0.0197501
13816	0.00237	0.0404323
13816.5	0	-0.0133204
13817	-0.00237	-0.024672
13817.5	0	0.0247139
13818	-0.00237	-0.0479616
13818.5	0	0.00129852
13819	0	-0.000251327
13819.5	0	0.0205984
13820	0	-0.0256773
13820.5	-0.00237	0.00315206
13821	-0.00237	0.0269234
13821.5	0	-0.065408
13822	0	0.00784351
13822.5	0	0.0066497
13823	0	-0.0266826
13823.5	0	-0.011027
13824	0	-0.000596903
13824.5	0.00237	0.0440347
13825	-0.00237	-0.0245987
13825.5	0	-0.00498466
13826	0	-0.000774926
13826.5	0	-0.0137183
13827	-0.00237	0.0165876
13827.5	0	0.0267245
13828	-0.00237	-0.00246091
13828.5	0.00237	0.00685914
13829	0	0.0139487
13829.5	0	0.00241903
13830	0	0.00837758
13830.5	0	-0.00106814
13831	0	0.00622035
13831.5	0.00237	0.021656
13832	0	-0.00391652
13832.5	0	0.0471134
13833	0	0.000167552
13833.5	0	-0.0073618
13834	0	-0.00783304
13834.5	0	-0.0191323
13835	0	-0.00583289
13835.5	0	-0.029709
13836	0	0.00147655
13836.5	-0.00237	0.0172578
13837	0.00237	-0.0471344
13837.5	0	0.0275518
13838	0	-0.0032149
13838.5	0.00237	-0.00215723
13839	0	-0.0435006
13839.5	0	0.00338245
13840	0	-0.00280649
13840.5	0	0.020546
13841	0.00237	-0.00311018
13841.5	0	-0.00296357
13842	-0.00237	-0.0313531
13842.5	-0.00237	0.0110584
13843	0	0.0158022
13843.5	0	-0.0076969
13844	0	0.023897
13844.5	0	-0.0180956
13845	0	-0.00109956
13845.5	0	0.0111527
13846	0	0.00165457
13846.5	0	-0.0334056
13847	0	0.0384007
13847.5	0	0.0170065
13848	-0.00237	0.0106186
13848.5	0	-0.00902684
13849	0	-0.00974941
13849.5	0	0.00827286
13850	0	-0.0154252
13850.5	-0.00237	0.0387358
13851	0	0.00600044
13851.5	0.00237	0.0113097
13852	0	-0.0410711
13852.5	0	0.0140639
13853	-0.00237	0.0037385
13853.5	0	-0.00152891
13854	-0.00237	-0.00667065
13854.5	0	-0.00654498
13855	0	0.00172788
13855.5	0	0.0071733
13856	0	0.00847183
13856.5	0	-0.00559203
13857	0.00237	-0.00360236
13857.5	0	-0.0124093
13858	0	-0.0377201
13858.5	0	-0.0217084
13859	0.00237	-0.0117391
13859.5	-0.00237	0.013069
13860	0	0.01065
13860.5	0	-0.00196873
13861	0	0.0202004
13861.5	0	-0.00823097
13862	-0.00237	-0.0314264
13862.5	0.00237	-0.0106395
13863	0.00237	0.00819956
13863.5	0	0.000167552
13864	0.00237	-0.00297404
13864.5	0	-0.00827286
13865	0	-0.0210277
13865.5	0	-0.0245463
13866	-0.00237	0.00735133
13866.5	-0.00237	-0.0125559
13867	0	0.0192894
13867.5	0	-0.0169018
13868	0	-0.0071
13868.5	0	-0.0121999
13869	-0.00237	0.00645074
13869.5	0	0.00635649
13870	0.00237	-0.00327773
13870.5	0.00237	0.0052674
13871	0.00237	0.00596903
13871.5	0	-0.0244311
13872	-0.00237	-0.0167028
13872.5	0	-0.0307248
13873	0	0.00618894
13873.5	-0.00237	0.0158965
13874	0.00237	0.00895354
13874.5	0	0.00805295
13875	0	0.0016441
13875.5	-0.00237	-0.00917345
13876	0	-0.00912109
13876.5	0	0.0140324
13877	0	-0.00418879
13877.5	0	0.0193208
13878	0.00237	0.0168389
13878.5	0	-0.00453437
13879	0	0.0106919
13879.5	0	0.0167028
13880	0	-0.0309761
13880.5	0	0.0101159
13881	0	0.0213314
13881.5	0	-0.0145665
13882	-0.00237	0.0128177
13882.5	0	-0.000638791
13883	0.00237	0.00611563
13883.5	-0.00237	0.0191742
13884	0.00237	-0.018682
13884.5	-0.00237	0.010828
13885	-0.00237	-0.0191951
13885.5	0	0.00943525
13886	0	0.00636696
13886.5	-0.00237	0.00406313
13887	0	0.0103463
13887.5	0	0.0346622
13888	0	-0.0020944
13888.5	0	0.00508938
13889	0	0.0038118
13889.5	0.00237	-0.0233944
13890	0	0.0143571
13890.5	-0.00237	0.0283476
13891	0	-0.0352173
13891.5	0	-0.042799
13892	0	0.00834616
13892.5	0	-0.00766549
13893	0	-0.00693245
13893.5	0	0.00673348
13894	0	0.00988554
13894.5	0.00237	-0.0271852
13895	0	0.0190381
13895.5	0	0.0325993
13896	0	-0.0462757
13896.5	0	-0.0144094
13897	0.00237	-0.00461814
13897.5	0	0.015708
13898	-0.00237	-0.0108071
13898.5	0	0.00760265
13899	0	-0.0148597
13899.5	0	0.01775
13900	0	0.00773879
13900.5	0	0.0189438
13901	0	-0.0458882
13901.5	0	-0.00262847
13902	0	0.0163468
13902.5	0	0.00095295
13903	0	-0.00705811
13903.5	-0.00237	-0.013467
13904	0	0.0329553
13904.5	-0.00237	-0.00653451
13905	0	-0.0182212
13905.5	0	-0.013247
13906	0	0.00503702
13906.5	-0.00237	0.0364844
13907	0	0.00557109
13907.5	-0.00237	-0.00416785
13908	0	0.0089326
13908.5	0	0.0161897
13909	0	-0.00274366
13909.5	0	0.0015708
13910	0	0.0290911
13910.5	0	-0.0366205
13911	0	0.00567581
13911.5	0.00237	0.00259705
13912	0	0.0103673
13912.5	0	-0.0359922
13913	0.00237	-0.0201481
13913.5	-0.00237	0.0074351
13914	0	0.0207555
13914.5	0	-0.00808437
13915	0	0.0066497
13915.5	0.00237	-0.00185354
13916	0	-0.0233106
13916.5	0.00237	0.0260752
13917	0	-0.0326307
13917.5	0	-0.0314892
13918	0	0.0151844
13918.5	0	0.00903731
13919	0	-0.0364425
13919.5	0	-0.0051208
13920	0	0.0102416
13920.5	0	0.00752935
13921	-0.00237	-0.0754925
13921.5	0	-0.0116763
13922	0	-0.00107861
13922.5	0	0.0208811
13923	0	-0.0325469
13923.5	-0.00237	0.0199386
13924	0.00237	-0.000942478
13924.5	0	0.031573
13925	0	0.0205984
13925.5	0	-0.00557109
13926	0	-0.00834616
13926.5	-0.00237	-0.013844
13927	0	0.0148388
13927.5	0	-0.00807389
13928	0	-0.00273319
13928.5	0.00237	-0.017551
13929	-0.00237	-0.0124617
13929.5	0	-0.0150587
13930	0	-0.00686962
13930.5	-0.00237	0.013645
13931	0.00237	0.000680678
13931.5	0	0.00441917
13932	0	0.00916298
13932.5	0.00237	0.0338035
13933	0	-0.0262323
13933.5	0	-0.0136031
13934	-0.00237	0.00565487
13934.5	0	-0.0102416
13935	0	-0.0118962
13935.5	0	-0.0227451
13936	0	-0.0289655
13936.5	0	0.0252375
13937	0	0.0238656
13937.5	0	-0.0132156
13938	0	-0.00872316
13938.5	-0.00237	0.00335103
13939	0	-0.0143676
13939.5	0	0.0013823
13940	0	-0.00416785
13940.5	0	0.00299498
13941	0	-0.0222425
13941.5	0	0.00756077
13942	-0.00237	-0.00153938
13942.5	0	-0.00655546
13943	0	0.000764454
13943.5	0	0.0141267
13944	0	0.0440137
13944.5	0	-0.0310075
13945	0	0.0129015
13945.5	-0.00237	0.03306
13946	0	0.0204413
13946.5	0.00237	-0.013247
13947	-0.00237	-0.0209021
13947.5	-0.00237	0.0149226
13948	-0.00237	0.000670206
13948.5	0	0.00632507
13949	0	-0.00294263
13949.5	0	0.0142314
13950	-0.00237	-0.0258658
13950.5	0	0.0368299
13951	0.00237	0.00943525
13951.5	-0.00237	-0.0230174
13952	0	0.0250594
13952.5	-0.00237	-0.00911062
13953	0.00237	-0.0029531
13953.5	0	-0.0362749
13954	0	-0.0132366
13954.5	-0.00237	0.0446106
13955	-0.00237	-0.00941431
13955.5	-0.00237	-0.0107966
13956	0	0.0325574
13956.5	0	0.0100531
13957	0	-0.00877552
13957.5	0	0.0276251
13958	0	-0.0342434
13958.5	-0.00237	0.0109118
13959	0	-0.0256459
13959.5	0	0.0114773
13960	0	0.0109851
13960.5	-0.00237	-0.0174987
13961	0.00237	0.0285361
13961.5	0.00237	-0.0381285
13962	0	-0.00805295
13962.5	0	-0.00555015
13963	0	-0.00418879
13963.5	0	0.0113202
13964	0	-0.00263894
13964.5	0	-0.0431236
13965	-0.00237	0.0446525
13965.5	0.00237	0.00936195
13966	0	-0.00895354
13966.5	-0.00237	0.00655546
13967	0	0.00892212
13967.5	0	-0.0233839
13968	-0.00237	0.0231535
13968.5	0	-0.00807389
13969	0	-0.0105243
13969.5	0.00237	-0.0156347
13970	0	0.0100217
13970.5	-0.00237	0.0194779
13971	0	0.00189543
13971.5	0	0.0413015
13972	0	0.00444012
13972.5	0	-0.0213628
13973	0	-0.0138021
13973.5	0	0.0197187
13974	0	-0.00179071
13974.5	0	-0.00980177
13975	-0.00237	-0.0146817
13975.5	0	0.0326935
13976	-0.00237	0.041668
13976.5	0	-0.0493544
13977	0	0.0151634
13977.5	-0.00237	-0.00379086
13978	0	0.0145246
13978.5	0.00237	-0.000973894
13979	-0.00237	-0.0101578
13979.5	0	-0.0284733
13980	0	-0.000251327
13980.5	0	-0.00148702
13981	0	-0.01664
13981.5	0	0.00466003
13982	0.00237	0.00738274
13982.5	0	-0.0289341
13983	-0.00237	0.0273737
13983.5	0.00237	-0.0207345
13984	0	0.0332695
13984.5	-0.00237	-0.0120428
13985	0.00237	0.0106081
13985.5	0	0.0130271
13986	0	0.000178024
13986.5	0	0.00742463
13987	0	-0.0175091
13987.5	0	-0.0131423
13988	0	-0.00113097
13988.5	0.00237	0.00108909
13989	-0.00237	0.00755029
13989.5	-0.00237	9.42478e-05
13990	0	0.051365
13990.5	-0.00237	0.00838805
13991	0	-0.0323898
13991.5	0	-0.0207659
13992	0	0.010828
13992.5	0.00237	0.0162839
13993	0	0.0444535
13993.5	-0.00237	-0.0218027
13994	0	-0.0224938
13994.5	0.00237	0.0099379
13995	0	-0.00317301
13995.5	0	-0.00304734
13996	0	0.0113307
13996.5	0	-0.00411549
13997	0.00237	-0.0127863
13997.5	-0.00237	0.0162001
13998	0	0.0222948
13998.5	0	0.0170274
13999	-0.00237	-0.0178547
13999.5	0	0.0113621
14000	0	0.00439823
14000.5	0	0.00671254
14001	-0.00237	0.0165667
14001.5	0.00237	-0.0390395
14002	-0.00237	0.0258344
14002.5	0.00237	0.0102835
14003	0	-0.0407046
14003.5	-0.00237	0.01775
14004	0.00237	-0.00869174
14004.5	-0.00237	-0.00223053
14005	0	0.00450295
14005.5	0	0.011006
14006	0	-0.020745
14006.5	-0.00237	0.0019059
14007	0	0.005791
14007.5	-0.00237	0.00245044
14008	0	-0.00246091
14008.5	0	-0.0259181
14009	0	0.0114354
14009.5	0	0.000984366
14010	0.00237	0.0254783
14010.5	0	-0.0290911
14011	-0.00237	-0.00823097
14011.5	0	-0.0120323
14012	-0.00237	0.022609
14012.5	0	-0.00854513
14013	-0.00237	0.0221482
14013.5	0	-0.0136555
14014	0	-0.0359712
14014.5	-0.00237	-0.00654498
14015	-0.00237	0.0488203
14015.5	0	-0.0195826
14016	0.00237	0.00278555
14016.5	0	0.0240751
14017	0	0.00749793
14017.5	0	-0.0266931
14018	-0.00237	0.000942478
14018.5	0	0.0068382
14019	0	-0.0148807
14019.5	0	0.0189019
14020	-0.00237	-0.0106186
14020.5	-0.00237	0.0140429
14021	0	0.0174254
14021.5	0	0.00781209
14022	0.00237	-0.0184411
14022.5	0	0.0159069
14023	0	0.0069115
14023.5	0.00237	-0.0320128
14024	0	0.0324212
14024.5	0	0.00682773
14025	0	0.017572
14025.5	0	0.0247558
14026	0	-0.0110584
14026.5	0.00237	0.0200329
14027	0	0.0118124
14027.5	-0.00237	-0.00638791
14028	0.00237	0.000984366
14028.5	0	-0.0174673
14029	0	-0.0148807
14029.5	0.00237	-0.00746652
14030	0	0.00222006
14030.5	-0.00237	0.0044087
14031	0	-0.0111317
14031.5	0	-0.0221901
14032	-0.00237	-0.00246091
14032.5	0	0.0123883
14033	-0.00237	0.0258239
14033.5	0.00237	-0.00325678
14034	-0.00237	0.00466003
14034.5	0	0.0174463
14035	0	-0.044265
14035.5	0	0.0117914
14036	0	0.0200852
14036.5	0.00237	0.0152472
14037	0	-0.0145456
14037.5	0	0.0082938
14038	-0.00237	-0.00123569
14038.5	0	0.00620988
14039	-0.00237	-0.00195826
14039.5	0	-0.0159907
14040	0	0.00111003
14040.5	0	0.00983319
14041	0	0.0116134
14041.5	0.00237	-0.0196035
14042	0	0.0137706
14042.5	0	-0.0186192
14043	0.00237	0.00748746
14043.5	0	0.0132261
14044	0.00237	0.0108909
14044.5	-0.00237	-0.00212581
14045	0	-0.0277612
14045.5	0	-0.00392699
14046	0	-5.23599e-05
14046.5	-0.00237	0.00897448
14047	0	-0.00700575
14047.5	-0.00237	-0.026913
14048	0	0.0176348
14048.5	0	-0.0109432
14049	0	-0.0165457
14049.5	0.00237	-0.00619941
14050	-0.00237	0.00107861
14050.5	0	-0.0166609
14051	0.00237	-0.00102625
14051.5	0	-0.0543181
14052	0	0.0230488
14052.5	-0.00237	-0.00661829
14053	0	-0.0296147
14053.5	0	0.0372174
14054	0	-0.0206088
14054.5	-0.00237	-0.013467
14055	0	0.0291959
14055.5	0.00237	-0.0139906
14056	0.00237	0.0276565
14056.5	0	0.0473543
14057	0.00237	-0.0315102
14057.5	0	-0.0135507
14058	0	0.0192475
14058.5	0	-0.0299498
14059	0	-0.00654498
14059.5	0	-0.0153624
14060	0	-0.00324631
14060.5	0	0.0189438
14061	0	-0.00830428
14061.5	0	0.0100531
14062	0	-0.00345575
14062.5	0	0.0184411
14063	0	0.00363378
14063.5	-0.00237	-0.0141267
14064	0	-0.0261485
14064.5	0	0.0190695
14065	0	-0.00123569
14065.5	0	-0.0339292
14066	-0.00237	0.0134774
14066.5	0	-0.0189752
14067	0	-0.00084823
14067.5	0	0.0201271
14068	0	-0.0339816
14068.5	-0.00237	0.0266616
14069	0	0.0324108
14069.5	0	0.00127758
14070	0	0.00303687
14070.5	0	0.00330914
14071	-0.00237	-0.00405265
14071.5	0	-0.00921534
14072	-0.00237	0.0167866
14072.5	0	0.00662876
14073	0	0.02241
14073.5	0.00237	-0.0212895
14074	0	0.0105453
14074.5	0	0.00351858
14075	0	0.00690103
14075.5	-0.00237	0.0213
14076	0	-0.0232478
14076.5	0.00237	-0.0585593
14077	0.00237	0.00406313
14077.5	0	-0.00185354
14078	-0.00237	-0.010849
14078.5	0	0.00701622
14079	0	-0.00679631
14079.5	0	-0.0059795
14080	0	-0.0127758
14080.5	-0.00237	-0.000921534
14081	0	0.00805295
14081.5	0	-0.00291121
14082	0	-0.022232
14082.5	0	0.0101159
14083	-0.00237	0.00335103
14083.5	0	0.0020944
14084	0	-0.0173311
14084.5	-0.00237	-0.00150796
14085	-0.00237	0.0393013
14085.5	-0.00237	-0.0385892
14086	0	-0.0239285
14086.5	-0.00237	0.00504749
14087	0	-0.0227347
14087.5	0	-0.0101159
14088	0	0.00674395
14088.5	0	0.00786445
14089	-0.00237	-0.0045972
14089.5	0	-0.0180013
14090	0	0.0280649
14090.5	0	0.00358142
14091	0	-0.0046705
14091.5	0	0.016441
14092	0	-0.005791
14092.5	0	-0.0147131
14093	0	-0.0189752
14093.5	-0.00237	0.0104406
14094	0.00237	-0.0117391
14094.5	-0.00237	0.0210382
14095	0	0.0207031
14095.5	0	-0.017551
14096	-0.00237	-0.0120114
14096.5	0	-0.0299394
14097	0	-0.000544543
14097.5	-0.00237	0.0176139
14098	0	0.00189543
14098.5	-0.00237	0.0296776
14099	0	0.0127758
14099.5	0	0.0215932
14100	0	-0.00906873
14100.5	-0.00237	-0.0304001
14101	0	0.000670206
14101.5	0	0.0141162
14102	0	0.00671254
14102.5	0	-0.00856608
14103	0	-0.00815767
14103.5	0.00237	0.0190171
14104	0	-0.0118124
14104.5	-0.00237	-0.0238237
14105	0	0.0364948
14105.5	0	-0.0307667
14106	-0.00237	0.0311541
14106.5	0	-0.0045972
14107	-0.00237	-0.00721519
14107.5	-0.00237	-0.00849277
14108	0.00237	0.0119171
14108.5	-0.00237	-0.00315206
14109	0	0.00162316
14109.5	0	0.00544543
14110	-0.00237	-0.00616799
14110.5	0	0.00658687
14111	-0.00237	-0.0286723
14111.5	0	0.0167237
14112	0.00237	-0.0103777
14112.5	0	-0.00594808
14113	0	0.0320233
14113.5	0	-0.0219388
14114	-0.00237	-0.0301069
14114.5	0	0.0167028
14115	0	0.0053826
14115.5	0	0.00279602
14116	0	-0.005791
14116.5	0	0.00281696
14117	0	0.0134146
14117.5	0	-0.000733038
14118	0	-0.00457625
14118.5	0	-0.00724661
14119	0.00237	-0.00690103
14119.5	0	-0.00176976
14120	-0.00237	-0.0268501
14120.5	0	0.0202423
14121	0	-0.012158
14121.5	0	0.022054
14122	0	-0.0129852
14122.5	0.00237	0.00505796
14123	0.00237	-0.00372802
14123.5	0	-0.0101159
14124	-0.00237	0.0213628
14124.5	0	-0.0044087
14125	0.00237	-0.0220645
14125.5	-0.00237	-0.0269444
14126	0	0.00439823
14126.5	0	0.022232
14127	-0.00237	0.0132156
14127.5	0	-0.0245254
14128	0	-0.0200119
14128.5	0	0.00967611
14129	0	0.0367043
14129.5	0	-0.029332
14130	0	-0.0328611
14130.5	0	0.00662876
14131	0	0.00789587
14131.5	0.00237	0.0207659
14132	0	0.00920487
14132.5	-0.00237	-0.0185145
14133	0	0.0217712
14133.5	0	0.00859749
14134	-0.00237	-0.0201795
14134.5	0	-0.00600044
14135	-0.00237	-0.0135298
14135.5	0	0.00303687
14136	0	-0.00513127
14136.5	0.00237	0.0110584
14137	-0.00237	-0.00200015
14137.5	-0.00237	-0.00198968
14138	0	-0.0226299
14138.5	-0.00237	-0.00408407
14139	0.00237	0.00284838
14139.5	0	0.00327773
14140	0	-0.0081472
14140.5	0	0.00680678
14141	-0.00237	-0.0112364
14141.5	0	0.0018326
14142	-0.00237	-0.00139277
14142.5	0	0.00837758
14143	0	0.0194988
14143.5	0	0.0265569
14144	-0.00237	-0.0178757
14144.5	-0.00474	-0.0212895
14145	0	0.00170693
14145.5	0	0.00294263
14146	0.00237	-0.00550826
14146.5	0	0.0216351
14147	-0.00237	0.0133308
14147.5	0	0.00514174
14148	0	-0.0163153
14148.5	-0.00237	0.0141372
14149	0.00237	-0.0204727
14149.5	0	0.0283267
14150	0	-0.0084823
14150.5	0	0.0289131
14151	-0.00237	0.0243997
14151.5	-0.00237	0.00856608
14152	0	0.015708
14152.5	0	-0.0305258
14153	0	0.0232478
14153.5	0	-0.00977035
14154	0	-0.0147864
14154.5	0	-0.00680678
14155	0	-0.00966563
14155.5	-0.00237	0.0106081
14156	0	-0.0347251
14156.5	0	-0.00872316
14157	-0.00237	0.0190695
14157.5	0	0.00444012
14158	-0.00237	0.000575959
14158.5	0	-0.036987
14159	0.00237	-0.00246091
14159.5	0	0.0300127
14160	-0.00237	0.00680678
14160.5	0	0.00956091
14161	0	-0.0148702
14161.5	0	0.00735133
14162	0	-0.0269758
14162.5	0	-0.0301802
14163	-0.00237	0.0196664
14163.5	-0.00237	-0.00531976
14164	0	-0.0212686
14164.5	0	-0.0149226
14165	0	0.00809484
14165.5	-0.00237	-0.0214675
14166	0	-0.0127235
14166.5	-0.00237	0.00403171
14167	-0.00237	-0.00573864
14167.5	0.00237	0.00201062
14168	0	0.0270596
14168.5	0	-0.000293215
14169	0	0.00364425
14169.5	0	0.0239494
14170	0	-0.0136659
14170.5	0	0.0176034
14171	0	-0.0176662
14171.5	-0.00237	0.0174568
14172	0	-0.0355942
14172.5	-0.00237	0.0255516
14173	0	-0.00688009
14173.5	-0.00237	0.0189124
14174	0	2.0944e-05
14174.5	0	0.0038118
14175	0	0.0441917
14175.5	0.00237	-0.00134041
14176	0	0.00291121
14176.5	0	-0.0129329
14177	-0.00237	0.000387463
14177.5	0	0.0218027
14178	0	0.0131109
14178.5	0	-0.0193313
14179	0	-0.0084823
14179.5	0	-0.017373
14180	-0.00237	-0.00170693
14180.5	0	-0.011404
14181	0	-0.00508938
14181.5	0	0.000335103
14182	0	0.0420136
14182.5	-0.00237	-0.00386416
14183	0	-0.026536
14183.5	0	0.0098646
14184	-0.00237	0.00305782
14184.5	-0.00237	0.00348717
14185	0	0.00187448
14185.5	0	0.0453541
14186	0	0.0106709
14186.5	0.00237	-0.00268083
14187	-0.00237	-0.0215094
14187.5	-0.00237	-0.0184726
14188	0	0.0166714
14188.5	-0.00237	0.0173311
14189	0.00237	0.0151006
14189.5	0	0.0247767
14190	-0.00237	-0.0016441
14190.5	0	-0.0540563
14191	0	0.0262009
14191.5	0	-0.0337826
14192	0	-0.0203994
14192.5	0	0.018326
14193	0.00237	0.00859749
14193.5	0.00237	-0.0260647
14194	0	0.0123883
14194.5	0	-0.0182736
14195	0	0.00982271
14195.5	0	-0.0509043
14196	0	0.0209125
14196.5	0	-0.0110689
14197	0	0.00107861
14197.5	0	-0.000303687
14198	0	-0.0426838
14198.5	-0.00237	-0.0166819
14199	0.00237	0.0376991
14199.5	-0.00237	-0.018881
14200	-0.00237	-0.00644026
14200.5	0.00237	-0.0173311
14201	0	-0.0329763
14201.5	-0.00237	0.020724
14202	0	0.0143257
14202.5	0	0.00158127
14203	0	-0.0228289
14203.5	0	-0.015886
14204	0	0.022232
14204.5	0	0.0229022
14205	0	-0.0103882
14205.5	0	-0.00132994
14206	0	0.0269758
14206.5	0	-0.00020944
14207	-0.00237	0.0281068
14207.5	0	-0.0169018
14208	-0.00237	-0.0146084
14208.5	0	0.00156032
14209	0	-0.0163782
14209.5	-0.00237	0.00800059
14210	0	0.0161687
14210.5	0	-0.00400029
14211	0	-0.0298347
14211.5	0	-0.0192999
14212	0.00237	-0.00376991
14212.5	0	0.0263475
14213	0.00237	0.0175615
14213.5	0.00237	0.00936195
14214	0	-0.0225671
14214.5	0	7.33038e-05
14215	0	-0.00941431
14215.5	-0.00237	-0.00953997
14216	0.00237	0.00903731
14216.5	0	0.0049323
14217	-0.00237	-0.0245987
14217.5	0	-0.00299498
14218	-0.00237	-0.0173102
14218.5	0	-0.0129748
14219	0	-0.0172997
14219.5	-0.00237	0.0095295
14220	0	-0.00463909
14220.5	0.00237	0.0277507
14221	-0.00237	-0.0158965
14221.5	0	0.0233944
14222	0	0.000376991
14222.5	-0.00237	0.00300546
14223	-0.00237	-0.0160012
14223.5	-0.00237	-0.00335103
14224	0	0.00819956
14224.5	0.00237	-0.000534071
14225	0	-0.012336
14225.5	-0.00237	0.0176453
14226	0	0.0171322
14226.5	0	0.010273
14227	-0.00237	-0.0399296
14227.5	-0.00237	0.0141267
14228	0	-0.0024295
14228.5	0	-0.00868127
14229	0.00237	0.00601091
14229.5	0	0.0150482
14230	0	0.00542448
14230.5	0.00237	-0.0228603
14231	0	0.0306201
14231.5	0	0.015865
14232	0	-0.022431
14232.5	0	0.0351754
14233	0	0.0135193
14233.5	0.00237	-0.0010472
14234	-0.00237	-0.000733038
14234.5	0	0.00640885
14235	0	-0.0168285
14235.5	0	0.0192056
14236	0	0.0105139
14236.5	0	-0.00165457
14237	0	-0.016797
14237.5	0.00237	-0.0138335
14238	0.00237	0.0285257
14238.5	0.00237	-0.00158127
14239	0	-0.0198968
14239.5	-0.00237	0.0229755
14240	0	0.0156765
14240.5	0	0.005791
14241	0	0.025206
14241.5	0	-0.0301174
14242	0	-0.0135088
14242.5	0	0.00729897
14243	0	-0.000816814
14243.5	-0.00237	0.0159279
14244	0	0.0236457
14244.5	0.00237	0.00778068
14245	0	0.00113097
14245.5	-0.00237	0.0353953
14246	0	-0.00747699
14246.5	0	-0.0269863
14247	0	-0.0228813
14247.5	0	-0.0173625
14248	0	-0.00015708
14248.5	0	0.0258867
14249	-0.00237	-0.0157813
14249.5	-0.00237	0.024494
14250	0	-0.00587478
14250.5	0.00237	-0.0236248
14251	0	0.0123779
14251.5	0	0.0218969
14252	0.00237	0.00342434
14252.5	-0.00237	-0.00633555
14253	0	-0.0134565
14253.5	-0.00237	0.00383274
14254	0	-0.0155718
14254.5	-0.00237	0.0297718
14255	0.00237	0.00451342
14255.5	-0.00237	0.0294053
14256	0	0.0245254
14256.5	0	-0.00731991
14257	0.00237	-0.000879646
14257.5	0	0.00290074
14258	0	0.0171531
14258.5	0	-0.0425372
14259	0	0.0243997
14259.5	0	0.014001
14260	0	-0.0159174
14260.5	0	0.0241903
14261	0	-0.00238761
14261.5	0	-0.00947714
14262	-0.00237	-0.00116239
14262.5	0	-0.000335103
14263	0	0.0274889
14263.5	0	0.0169332
14264	-0.00237	-0.00277507
14264.5	0	-4.18879e-05
14265	0	-0.0284942
14265.5	0	0.0112993
14266	0	0.000973894
14266.5	0	0.0286513
14267	0	-0.0135403
14267.5	-0.00237	0.0280649
14268	-0.00237	0.00791681
14268.5	0	-0.0234363
14269	0	0.0128072
14269.5	-0.00237	-0.00194779
14270	0	-0.0425791
14270.5	-0.00237	0.0138125
14271	-0.00237	-0.00588525
14271.5	0	0.0147445
14272	0.00237	-0.0257611
14272.5	-0.00237	-0.0671044
14273	0	0.0192684
14273.5	-0.00237	0.0435529
14274	0.00237	-0.0391861
14274.5	0	-0.0254993
14275	0	0.0189647
14275.5	0	0.0101055
14276	-0.00237	0.00212581
14276.5	0	-0.0289655
14277	0	0.0188077
14277.5	0	0.0180642
14278	-0.00237	-0.0241903
14278.5	0	0.00718378
14279	0	0.00662876
14279.5	0	0.00297404
14280	0	-0.011582
14280.5	0	-0.00238761
14281	-0.00237	-0.0385264
14281.5	0	0.0120114
14282	-0.00237	-0.0254888
14282.5	0	0.00566534
14283	-0.00237	0.00184307
14283.5	0	0.0268292
14284	-0.00237	-0.0243264
14284.5	0.00237	0.0216246
14285	-0.00237	0.00394793
14285.5	0	0.00535118
14286	0.00237	0.0204518
14286.5	0	-0.00194779
14287	0	0.0130795
14287.5	0	-0.0212476
14288	-0.00237	0.000921534
14288.5	0	0.00749793
14289	0	0.0109851
14289.5	-0.00237	-0.0347984
14290	0	0.0152472
14290.5	0.00237	-0.0260647
14291	0	0.00581195
14291.5	0	0.0122627
14292	0	0.00339292
14292.5	-0.00237	-0.0117077
14293	0	0.014776
14293.5	0	0.0303687
14294	-0.00237	-0.021656
14294.5	0.00237	-0.0205879
14295	0	-0.0442755
14295.5	0	0.0153414
14296	0.00237	0.0408721
14296.5	0	0.00659734
14297	0	-0.0268606
14297.5	0	-0.00903731
14298	0	-0.00675442
14298.5	0	0.00521504
14299	0	0.0317301
14299.5	0	-0.00314159
14300	0	-0.0152891
14300.5	0.00237	0.0302745
14301	0	0.0254993
14301.5	0	-0.0190485
14302	0	-0.0172892
14302.5	-0.00237	0.0153205
14303	0	-0.00984366
14303.5	0	0.0465375
14304	0	-0.0455636
14304.5	0	-0.00810531
14305	-0.00237	-0.00951903
14305.5	0	0.0073618
14306	0	0.00095295
14306.5	-0.00237	-0.0228813
14307	0	0.0126292
14307.5	0	0.00505796
14308	0	0.0190799
14308.5	0	-0.0338454
14309	0	0.013844
14309.5	0.00237	0.0262847
14310	0	-0.0145246
14310.5	0	0.0045972
14311	0	0.0342852
14311.5	0.00237	-0.0102625
14312	0.00237	-0.0113621
14312.5	0	-0.0442965
14313	0	0.0236771
14313.5	0	-0.0104196
14314	0	0.00622035
14314.5	-0.00237	-0.0417727
14315	-0.00237	-0.0295519
14315.5	-0.00237	0.0137078
14316	0.00237	-0.0205879
14316.5	-0.00237	0.0536165
14317	0	0.026913
14317.5	0	-0.00441917
14318	0	0.0121265
14318.5	0	0.0165038
14319	0	-0.0277822
