Time	Actual Torque	Actual Velocity
7248	0	-0.0209125
7248.5	0	0.0183993
7249	0	0.00193732
7249.5	0	-0.0243788
7250	0.00237	-0.0165352
7250.5	0.00474	0.0186611
7251	0.00237	-0.0167133
7251.5	0	0.022787
7252	0	-0.00214675
7252.5	0	-0.00705811
7253	0	0.00924675
7253.5	-0.00237	-0.0390291
7254	0	0.0168389
7254.5	0	-0.0032882
7255	0	0.00471239
7255.5	0	0.0185982
7256	-0.00237	-0.0189647
7256.5	0	-0.0428409
7257	0	0.0106291
7257.5	-0.00237	0.0148807
7258	0	-0.0152367
7258.5	0	-0.00592714
7259	0	-0.0404637
7259.5	0	0.0430922
7260	0	0.00298451
7260.5	-0.00237	-0.0596798
7261	0.00237	-0.0010472
7261.5	0	0.0206193
7262	0	-0.0163363
7262.5	0	-0.00690103
7263	0	0.0108594
7263.5	0	0.00225147
7264	-0.00237	-0.0032882
7264.5	0	-0.00355
7265	0	-0.0026913
7265.5	0	-0.000973894
7266	0	-0.027269
7266.5	0	0.0547265
7267	0.00237	0.0041469
7267.5	-0.00237	-9.42478e-05
7268	-0.00237	-0.0115611
7268.5	0	0.0236876
7269	0	-0.0147236
7269.5	0	0.00913156
7270	-0.00237	0.0119171
7270.5	0	-0.00645074
7271	0	-0.00755029
7271.5	0	-0.0117181
7272	0	-0.0249966
7272.5	0	-0.00696386
7273	-0.00237	0.0193732
7273.5	0	-0.0274052
7274	0	-0.00531976
7274.5	-0.00237	-0.0119066
7275	0.00237	0.0311437
7275.5	0	-0.0184621
7276	0	0.0117391
7276.5	-0.00237	0.0156975
7277	-0.00237	0.0215304
7277.5	0	-0.0212895
7278	0	0.0389453
7278.5	0	-0.00561298
7279	0	0.000837758
7279.5	0.00237	-0.00329867
7280	0	0.0127444
7280.5	-0.00237	-0.0101369
7281	-0.00237	0.0163677
7281.5	0	0.0209021
7282	0.00237	0.00469145
7282.5	0.00237	-0.0565487
7283	-0.00237	0.00357094
7283.5	0	0.0141895
7284	-0.00237	-0.025405
7284.5	0	0.00912109
7285	0.00237	-0.0221901
7285.5	0	-0.0143571
7286	0	0.0289655
7286.5	0	-0.00941431
7287	0	0.00807389
7287.5	0	-0.0200329
7288	0	-0.0146189
7288.5	0	0.0149121
7289	0	0.017195
7289.5	0.00237	-0.0168285
7290	0	0.0109746
7290.5	0	-0.0167133
7291	-0.00237	-0.0130586
7291.5	-0.00237	-0.00116239
7292	0	0.00340339
7292.5	0	0.00128805
7293	0	0.00427257
7293.5	0	0.00929911
7294	-0.00237	-0.0178757
7294.5	0	-0.0252479
7295	0	-0.00897448
7295.5	-0.00237	-0.00311018
7296	0	0.00905826
7296.5	0	-0.0341491
7297	-0.00237	-0.0362226
7297.5	-0.00237	0.00222006
7298	0	0.00277507
7298.5	0	-0.0297509
7299	0	-0.0118647
7299.5	0	-0.00830428
7300	0	-0.00696386
7300.5	-0.00237	-0.0133308
7301	0	-0.00962375
7301.5	0	-0.0113202
7302	0	0.0105348
7302.5	0	0.00189543
7303	0	-0.028044
7303.5	0	0.00825192
7304	0	0.0248291
7304.5	-0.00237	-0.0154462
7305	0	-0.0100845
7305.5	0	-0.0190381
7306	-0.00237	-0.0119171
7306.5	0.00237	-0.00284838
7307	0	-0.00215723
7307.5	-0.00237	-0.00186401
7308	0	0.0128386
7308.5	0	-0.00449248
7309	0	-0.00329867
7309.5	0	-0.0138963
7310	0	-0.011383
7310.5	-0.00237	0.00313112
7311	0	-0.0101473
7311.5	-0.00237	0.0161583
7312	0	0.00305782
7312.5	0	0.0025028
7313	-0.00237	-0.00172788
7313.5	0	-0.00637743
7314	0.00237	-0.0186611
7314.5	-0.00237	0.00811578
7315	0	-0.00495324
7315.5	0	-0.00475428
7316	-0.00237	-0.0341701
7316.5	0	0.00357094
7317	0.00237	-0.0197292
7317.5	0	-0.00778068
7318	0	0.0054559
7318.5	0	0.00805295
7319	0	0.00801106
7319.5	0	-0.0214675
7320	-0.00237	0.00920487
7320.5	0	-0.0269234
7321	0.00237	0.0389976
7321.5	-0.00237	-0.0030997
7322	0	-0.00651357
7322.5	0	-0.0119904
7323	0	-0.0402333
7323.5	0	0.0617951
7324	-0.00237	-0.00877552
7324.5	0	-0.00455531
7325	0.00237	0.0181375
7325.5	-0.00237	0.0262951
7326	-0.00237	-0.0195093
7326.5	0	-0.0106186
7327	0	0.00807389
7327.5	-0.00237	-0.00818908
7328	0.00237	-0.00674395
7328.5	0	-0.0342434
7329	0	-0.00516268
7329.5	-0.00237	0.00592714
7330	-0.00237	0.00437729
7330.5	0	0.0216665
7331	0	-0.0018326
7331.5	0	-0.0227556
7332	0	-0.0309552
7332.5	0	0.0130167
7333	0	0.00520457
7333.5	0	-0.0103044
7334	0	-0.027091
7334.5	-0.00237	-0.00615752
7335	0.00237	0.00119381
7335.5	0	-0.0263265
7336	0	0.0164724
7336.5	0	-0.00920487
7337	-0.00237	0.0262637
7337.5	-0.00237	-0.0474485
7338	0.00237	-0.0169751
7338.5	0.00237	-0.00389557
7339	0.00237	0.0217084
7339.5	0	-0.00951903
7340	0	0.00225147
7340.5	0	-0.0321385
7341	0	-0.00547684
7341.5	0	0.0199596
7342	0	-0.00446106
7342.5	-0.00237	-0.0385683
7343	0	0.01775
7343.5	-0.00237	-0.0313845
7344	0	-0.0405475
7344.5	-0.00237	0.0215827
7345	0	0.0350288
7345.5	0.00237	-0.00598997
7346	0	0.00227242
7346.5	0	-0.0157394
7347	0.00237	-0.023342
7347.5	0	-0.0142419
7348	0.00237	0.042799
7348.5	-0.00237	-0.0541192
7349	0	-0.00908967
7349.5	0	0.00445059
7350	0	0.0260229
7350.5	0	-0.00922581
7351	0	-0.0212267
7351.5	-0.00237	-0.00802153
7352	0.00237	-0.00123569
7352.5	0	0.020347
7353	0	0.0111527
7353.5	0	-0.030463
7354	-0.00237	0.0190066
7354.5	0	-0.042778
7355	-0.00237	0.0249547
7355.5	0	0.00415737
7356	0.00237	-0.00225147
7356.5	0	-0.0195093
7357	-0.00237	-0.0074351
7357.5	0	-0.00816814
7358	0	0.00699528
7358.5	-0.00237	-0.00451342
7359	-0.00237	-0.0373535
7359.5	0.00237	0.0108804
7360	0	0.000293215
7360.5	0	-0.0423277
7361	0	0.030997
7361.5	0	-0.0281487
7362	0.00237	-0.00752935
7362.5	0.00237	-0.00772832
7363	0	0.0337198
7363.5	0	0.0324736
7364	-0.00237	-0.0158336
7364.5	0	0.00953997
7365	0	-0.00596903
7365.5	-0.00237	-0.00564439
7366	0	-0.0181898
7366.5	0.00237	0.0076236
7367	-0.00237	0.00450295
7367.5	0	0.0033615
7368	0.00237	0.0202423
7368.5	0.00237	0.024274
7369	0	0.00132994
7369.5	0.00237	0.00586431
7370	-0.00237	-0.00387463
7370.5	0	-0.0172159
7371	-0.00237	-0.00322537
7371.5	-0.00237	0.0177814
7372	-0.00237	-0.0116029
7372.5	0	0.0167552
7373	0	-0.00933053
7373.5	-0.00237	0.0038851
7374	0	0.015509
7374.5	0	0.00200015
7375	0	-0.0320233
7375.5	-0.00237	-0.0172369
7376	0	-0.0324841
7376.5	0	-0.0265569
7377	0	0.0342434
7377.5	0	0.0185563
7378	-0.00237	-0.0168389
7378.5	0	-0.0224205
7379	0	0.00720472
7379.5	0.00237	0.0113097
7380	0	-0.0185249
7380.5	0	0.0301383
7381	0.00237	-0.00905826
7381.5	0	-0.00536165
7382	0	0.0182422
7382.5	0.00237	-0.0144094
7383	-0.00237	-0.00225147
7383.5	0	0.00577006
7384	0	-0.0105662
7384.5	-0.00237	-0.014022
7385	0	-0.0266093
7385.5	-0.00237	0.0130271
7386	-0.00237	0.0167237
7386.5	0	-0.0150168
7387	0.00237	-0.0178233
7387.5	0	0.0342852
7388	-0.00237	-0.0366414
7388.5	0	0.00580147
7389	0	0.00626224
7389.5	-0.00237	-0.00681726
7390	0	0.0391024
7390.5	0	-0.00240855
7391	0	0.0148493
7391.5	0	-0.00326726
7392	0	-0.00544543
7392.5	-0.00237	-0.0182527
7393	-0.00237	-0.0103987
7393.5	0	-0.014755
7394	0	0.0279602
7394.5	0	-0.00160221
7395	0.00237	-0.00311018
7395.5	0	0.000125664
7396	0.00237	0.00468097
7396.5	-0.00237	-0.0130271
7397	-0.00237	0.0103673
7397.5	-0.00237	0.00633555
7398	0	-0.01065
7398.5	-0.00237	-0.011205
7399	0	0.0114982
7399.5	0	-0.0141162
7400	0	-0.0143257
7400.5	0	-0.00823097
7401	0	-0.0114249
7401.5	0	-0.0143676
7402	0.00237	-0.0467783
7402.5	0	-0.0203889
7403	0	0.0143361
7403.5	0	-0.0115715
7404	0	0.0119381
7404.5	0	-0.00533024
7405	-0.00237	0.0229441
7405.5	0	-0.0209963
7406	0	-0.00778068
7406.5	0	0.00944572
7407	0	-0.0386835
7407.5	-0.00237	0.0447363
7408	0.00237	-0.0579205
7408.5	0	-0.00647168
7409	0	-0.0143571
7409.5	0	0.00901637
7410	0	0.0253841
7410.5	0	-0.0198863
7411	0	0.0167447
7411.5	0	-0.0272062
7412	0.00237	-0.0787388
7412.5	0	-0.00667065
7413	-0.00237	-0.0152577
7413.5	0	0.0015708
7414	0	0.0178861
7414.5	0	0.0120951
7415	-0.00237	0.0127339
7415.5	0	-0.0135403
7416	0.00237	0.0218445
7416.5	0	-0.00323584
7417	0	0.0161478
7417.5	0	-0.0103777
7418	0	-0.0193417
7418.5	0	0.0073618
7419	0	-0.0325469
7419.5	-0.00237	0.0176453
7420	-0.00237	0.0107233
7420.5	0	0.00105767
7421	-0.00237	-0.00090059
7421.5	-0.00237	0.00457625
7422	-0.00237	-0.000575959
7422.5	0	-0.00079587
7423	0.00237	0.0365786
7423.5	0	-0.0134774
7424	-0.00237	0.00905826
7424.5	0	0.0198968
7425	-0.00237	-0.00956091
7425.5	0	0.000722566
7426	-0.00237	-0.0134565
7426.5	0	0.00633555
7427	0	-0.00252375
7427.5	0.00237	0.00722566
7428	-0.00237	-0.00253422
7428.5	-0.00237	-0.0234468
7429	0	0.0178233
7429.5	0.00237	0.0185773
7430	0	-0.0413119
7430.5	0.00237	0.00969705
7431	0	0.00721519
7431.5	0	0.000272271
7432	0	-0.0180432
7432.5	0	-0.04016
7433	0	0.0257506
7433.5	0	0.00896401
7434	0	-0.00666018
7434.5	0	0.00166504
7435	0	-0.0223996
7435.5	-0.00237	0.0286513
7436	-0.00237	0.0136869
7436.5	0	-0.00261799
7437	0	-0.0326411
7437.5	0.00237	0.015132
7438	0	-0.0107442
7438.5	0	-0.00792729
7439	0	-0.0321804
7439.5	0	0.0485167
7440	0	-0.0129015
7440.5	0	-0.0555643
7441	-0.00237	0.00342434
7441.5	0	0.0193941
7442	0.00237	0.00438776
7442.5	0	-0.0086708
7443	0	0.00495324
7443.5	0	-0.0107547
7444	0.00237	-0.000198968
7444.5	0	0.000869174
7445	0	-0.0148597
7445.5	0	-0.00218864
7446	0	0.00326726
7446.5	0	-0.0068382
7447	0	0.00878599
7447.5	0.00237	0.0236981
7448	0	-0.0136345
7448.5	0	0.0262532
7449	0	-0.0255621
7449.5	-0.00237	-0.00646121
7450	0	-0.0383903
7450.5	0	-0.00391652
7451	0	-0.031395
7451.5	0	-0.0108804
7452	0	0.00243997
7452.5	-0.00237	-0.00977035
7453	0.00237	-0.0231431
7453.5	0	0.0065764
7454	0	-0.00685914
7454.5	0	-0.0127339
7455	0	0.0201271
7455.5	0	-0.00324631
7456	0.00237	0.0134774
7456.5	0	-0.0238342
7457	-0.00237	0.00455531
7457.5	0.00237	-0.0193417
7458	0	-0.00289027
7458.5	0	0.00918392
7459	0.00237	-0.00583289
7459.5	0.00237	-0.0281591
7460	0	-0.00361283
7460.5	0.00237	0.0206822
7461	-0.00237	-0.0296252
7461.5	0	0.0174568
7462	0	0.0223158
7462.5	0	-0.0281068
7463	0	0.0212686
7463.5	0	-0.0163572
7464	0.00237	0.000733038
7464.5	0	-0.0131109
7465	0	-0.0149959
7465.5	0	0.0221482
7466	0	0.00150796
7466.5	0	0.00983319
7467	-0.00237	-0.0151844
7467.5	0.00237	-0.0255935
7468	-0.00237	0.0201271
7468.5	0	-0.00200015
7469	0	-0.0256354
7469.5	0	-0.0120532
7470	-0.00237	-0.0194674
7470.5	0	-0.0144513
7471	-0.00237	0.0235201
7471.5	0	-0.0114773
7472	0	0.0259705
7472.5	0	-0.0378981
7473	-0.00237	-0.0203261
7473.5	0	-0.0247872
7474	0	0.0106291
7474.5	-0.00237	0.00339292
7475	0.00237	0.00991696
7475.5	0	0.0207764
7476	0	-0.012336
7476.5	0	-0.0135193
7477	0	-0.00218864
7477.5	0	0.00684867
7478	0	-0.0202528
7478.5	0	-0.0116972
7479	0	0.0106081
7479.5	0	-0.0525379
7480	0.00237	0.0293425
7480.5	0	0.0336046
7481	0	-0.00419926
7481.5	0	-0.0283581
7482	0	0.0025028
7482.5	0	-0.00437729
7483	0	-0.0151739
7483.5	0.00237	0.0150273
7484	-0.00237	0.00412596
7484.5	0.00237	0.00742463
7485	-0.00237	-0.000785398
7485.5	-0.00237	-0.0140743
7486	0.00237	0.0356675
7486.5	0.00237	0.00141372
7487	0	0.0127653
7487.5	0	-0.0299917
7488	-0.00237	0.0155195
7488.5	0	0.00733038
7489	0	0.0390709
7489.5	-0.00237	-0.0192789
7490	0	-0.0241588
7490.5	0	-0.0171322
7491	-0.00237	-0.0236457
7491.5	0	0.0140534
7492	0	-0.0250594
7492.5	0	0.0114773
7493	0	-0.0271434
7493.5	0	0.0158232
7494	-0.00237	-0.0350811
7494.5	0	-0.00680678
7495	-0.00237	0.00484852
7495.5	0	-0.00240855
7496	0	-0.0020944
7496.5	0	-0.0194883
7497	0	0.0102311
7497.5	0	-0.0141372
7498	-0.00237	0.000513127
7498.5	0	-0.00649262
7499	0	0.0186087
7499.5	0	-0.00685914
7500	-0.00237	-0.0113411
7500.5	0.00237	-0.0304211
7501	-0.00237	0.024274
7501.5	0	0.0165248
7502	-0.00237	-0.0227137
7502.5	0	-0.00627271
7503	0	0.000869174
7503.5	0	0.0254678
7504	-0.00237	0.0119904
7504.5	0	-0.029709
7505	-0.00237	-0.0440347
7505.5	0	0.0214361
7506	0	-0.00668112
7506.5	0	0.0169437
7507	0	-0.0124407
7507.5	0	0.0156661
7508	-0.00237	-0.019059
7508.5	0	0.00918392
7509	0	-0.0378143
7509.5	-0.00237	0.031217
7510	0	-0.0245882
7510.5	0.00237	0.0182945
7511	0	0.0295938
7511.5	0	-0.0100636
7512	0	-0.0342224
7512.5	-0.00237	-0.00675442
7513	-0.00237	-0.0104824
7513.5	-0.00237	-0.00586431
7514	-0.00237	-0.00819956
7514.5	0	0.0168704
7515	0	-0.00913156
7515.5	0	-0.0100845
7516	0	0.0287456
7516.5	0	-0.0019792
7517	0	-0.0320966
7517.5	0.00237	0.0537945
7518	-0.00237	-0.0277403
7518.5	0	0.000439823
7519	0	-0.0046705
7519.5	0	-0.00636696
7520	0.00237	-0.0174777
7520.5	-0.00237	-0.00116239
7521	-0.00237	-0.0406941
7521.5	0	0.00833569
7522	0	-0.000659734
7522.5	0	-0.0130167
7523	0	0.0171007
7523.5	0	0.00586431
7524	0	-0.038851
7524.5	0.00237	0.0167761
7525	0	-0.0304525
7525.5	0	0.0327354
7526	0	-0.0292063
7526.5	0	-0.0097913
7527	-0.00237	-0.0172473
7527.5	0.00237	0.0092677
7528	-0.00237	-0.00174882
7528.5	0	0.0185982
7529	0	-0.0107338
7529.5	0	-0.030641
7530	0	0.00608422
7530.5	0	0.0293111
7531	0	-0.00622035
7531.5	0	0.00944572
7532	0	0.0182003
7532.5	0	0.00575959
7533	0	-0.020169
7533.5	-0.00237	0.0271538
7534	0	0.00226195
7534.5	0	-0.00791681
7535	0	-0.035678
7535.5	-0.00237	-0.0133413
7536	0	0.0131423
7536.5	0	-0.013624
7537	0.00237	-0.00870221
7537.5	0	-0.00317301
7538	-0.00237	0.03905
7538.5	-0.00237	0.0213838
7539	0	-0.0119171
7539.5	0	-0.0201795
7540	0	0.0287037
7540.5	0	-0.0360445
7541	-0.00237	-0.00969705
7541.5	-0.00237	-0.0285361
7542	0	0.00733038
7542.5	-0.00237	0.0288398
7543	0	-0.017394
7543.5	0	0.0215723
7544	0	-0.00659734
7544.5	0	-0.020546
7545	-0.00237	-0.00626224
7545.5	-0.00237	0.0170903
7546	0	0.0394165
7546.5	-0.00237	-0.0283791
7547	0	-0.00218864
7547.5	0.00237	0.00653451
7548	0	-0.0095295
7548.5	-0.00237	0.000712094
7549	0.00237	-0.0019792
7549.5	0	-0.0100007
7550	0.00237	0.0258239
7550.5	0	-0.036809
7551	-0.00237	0.000753982
7551.5	0	0.0157184
7552	0	0.0174882
7552.5	0	-0.00235619
7553	0.00237	0.00095295
7553.5	-0.00237	-0.0336674
7554	-0.00237	-0.00123569
7554.5	-0.00237	-0.00842994
7555	-0.00237	0.0299603
7555.5	-0.00237	0.00215723
7556	0	-0.0295205
7556.5	0	0.0139801
7557	0	0.0188181
7557.5	0	-0.02485
7558	0	0.0104824
7558.5	0	0.0126816
7559	0	-0.00454484
7559.5	-0.00237	-0.00272271
7560	0.00237	-0.0271224
7560.5	0	0.0129852
7561	-0.00237	0.0032882
7561.5	0	-0.0223053
7562	0.00237	0.00422021
7562.5	0	0.00692198
7563	0.00237	-0.0157289
7563.5	0	-0.0260647
7564	0	0.0053826
7564.5	0	-0.0193103
7565	-0.00237	0.0192894
7565.5	0.00237	-0.00346622
7566	0	-0.00685914
7566.5	0	-0.0017174
7567	0.00237	0.0124198
7567.5	0	0.0142209
7568	0	-0.0020944
7568.5	0	0.00567581
7569	0.00237	-0.000136136
7569.5	0	-0.0360131
7570	-0.00237	-0.00384322
7570.5	0	0.00807389
7571	0	0.0117914
7571.5	0	-0.0218236
7572	0	-0.00203156
7572.5	0.00237	0.00568628
7573	0	-0.0299708
7573.5	-0.00237	0.0180327
7574	0	-0.00131947
7574.5	0	-0.00272271
7575	-0.00237	-0.0162734
7575.5	0	-0.0218027
7576	0	-0.0294891
7576.5	0	-0.0251013
7577	0	0.0206926
7577.5	0	-0.0372174
7578	0	-0.0197816
7578.5	0	0.0142419
7579	0	-0.0148702
7579.5	-0.00237	-0.00296357
7580	0	-0.0359084
7580.5	0	-0.0148807
7581	0.00237	-0.00978083
7581.5	0	-0.00468097
7582	0.00237	-0.0318872
7582.5	0	-0.0129957
7583	0	0.0386625
7583.5	0	-0.00167552
7584	0	-0.0192056
7584.5	0	0.00253422
7585	0	0.00557109
7585.5	0	-0.0221168
7586	0	-0.0141895
7586.5	0	0.0256249
7587	0	0.00340339
7587.5	0	0.0378876
7588	0	0.0184935
7588.5	-0.00237	-0.0204518
7589	0	0.00534071
7589.5	0	-0.00344528
7590	0	0.0097913
7590.5	-0.00237	0.0261799
7591	0	-0.0186925
7591.5	-0.00237	-0.00686962
7592	-0.00237	0.00476475
7592.5	0	0.0241065
7593	0	-0.00211534
7593.5	-0.00237	-0.033259
7594	-0.00237	-0.0127025
7594.5	0	0.0274575
7595	0	-0.00529882
7595.5	0.00237	-0.00603186
7596	0	-0.00644026
7596.5	-0.00237	-0.0097913
7597	0	0.00807389
7597.5	0.00237	-0.0149959
7598	0	0.0227556
7598.5	-0.00237	0.0312903
7599	-0.00237	-0.000418879
7599.5	0	-0.0133204
7600	0	0.00205251
7600.5	0	-0.00411549
7601	0	0.00522552
7601.5	0.00237	-0.00677537
7602	-0.00237	0.0024295
7602.5	0	-0.00851372
7603	0	-0.0449248
7603.5	0	0.0110375
7604	0	-0.0297404
7604.5	0	-0.00866032
7605	0	0.0285885
7605.5	0	-0.0281277
7606	0	-0.0103149
7606.5	-0.00237	-0.00879646
7607	0	0.00548732
7607.5	0	-0.0302535
7608	0	-0.0121056
7608.5	0.00237	0.0041469
7609	0	-0.0327878
7609.5	0.00237	0.00386416
7610	0	0.0087441
7610.5	0	-0.0447258
7611	0	0.0232164
7611.5	-0.00237	-0.00891165
7612	-0.00237	0.00635649
7612.5	0	0.00873363
7613	-0.00237	0.0019792
7613.5	0	-0.0412282
7614	0	-0.0312484
7614.5	0.00237	0.00869174
7615	-0.00237	0.0263475
7615.5	0	-0.0367252
7616	0	-0.00489041
7616.5	0	0.00748746
7617	0.00237	-0.00230383
7617.5	-0.00237	0.0208392
7618	0.00237	0.00426209
7618.5	0	-0.0196245
7619	0	0.00989602
7619.5	0	0.0192265
7620	0	-0.0036233
7620.5	-0.00237	0.0106291
7621	-0.00237	0.0323165
7621.5	0	-0.0312065
7622	0	0.00359189
7622.5	0.00237	0.0322223
7623	0.00237	-0.0428827
7623.5	-0.00237	0.0273528
7624	0	-0.00466003
7624.5	0	0.0229336
7625	0	-0.000481711
7625.5	0	-0.0116239
7626	0	-0.0191218
7626.5	0.00237	0.00566534
7627	0	-0.0158022
7627.5	-0.00237	0.0187763
7628	0	-0.00738274
7628.5	0	0.01886
7629	0	-0.0123046
7629.5	0	-0.00458673
7630	0	-0.0524332
7630.5	0	-0.0191637
7631	-0.00237	0.0346832
7631.5	0	0.0137183
7632	0.00237	0.0159802
7632.5	0	-0.00472286
7633	0	-0.0287142
7633.5	0	0.0151111
7634	0.00237	-0.000649262
7634.5	0	0.00229336
7635	0	-0.0246929
7635.5	0	-0.00277507
7636	0	0.0123988
7636.5	0	-0.0144304
7637	0	-0.00613658
7637.5	0	0.0178024
7638	0	0.00507891
7638.5	0	-0.0185145
7639	0	0.0101473
7639.5	-0.00237	0.0134251
7640	0	-0.0140429
7640.5	-0.00237	-0.00333009
7641	0.00237	-0.00161268
7641.5	0	0.0138858
7642	0	0.00394793
7642.5	0	0.0030264
7643	0	0.0066497
7643.5	-0.00237	-0.00217817
7644	-0.00237	-0.00703717
7644.5	-0.00237	0.0111003
7645	-0.00237	0.00253422
7645.5	-0.00237	0.00397935
7646	0	0.00903731
7646.5	-0.00237	-0.0101055
7647	0	-0.0262847
7647.5	0	-0.00384322
7648	0	-0.0202842
7648.5	0	0.0109956
7649	0	-0.0203785
7649.5	0.00237	-0.0156451
7650	0	-0.00742463
7650.5	0	0.012315
7651	0	-0.0374792
7651.5	0	0.0153729
7652	0	-0.00693245
7652.5	0	-0.0188705
7653	0	-0.015331
7653.5	0	0.000890118
7654	0	0.00629366
7654.5	-0.00237	0.0127758
7655	0	-0.0100845
7655.5	0	-0.00202109
7656	0	0.0272376
7656.5	0.00237	0.0143361
7657	0.00237	-0.0113307
7657.5	0	0.00598997
7658	0	-0.00551873
7658.5	0	-0.0345575
7659	0	-0.00923628
7659.5	0	-0.0197711
7660	0	-0.00686962
7660.5	0	0.0410187
7661	-0.00237	-0.00298451
7661.5	0	-0.0184726
7662	-0.00237	0.0201586
7662.5	0	0.0103777
7663	-0.00237	-0.00111003
7663.5	0	0.0234572
7664	0	-0.00125664
7664.5	0	-0.00989602
7665	-0.00237	-0.0260438
7665.5	0.00237	0.00949808
7666	0	-0.00558156
7666.5	0	0.0053826
7667	0	-0.0159593
7667.5	0	0.0213838
7668	-0.00237	-0.0116448
7668.5	-0.00237	-0.0395945
7669	0	0.0310494
7669.5	0	0.0316463
7670	-0.00237	0.016242
7670.5	-0.00237	-0.0458044
7671	0	0.00278555
7671.5	-0.00237	0.0123255
7672	0	-0.019237
7672.5	-0.00237	-0.0407988
7673	0	-0.0195931
7673.5	-0.00237	0.0356047
7674	0.00237	0.000764454
7674.5	-0.00237	-0.00811578
7675	0	-0.00334056
7675.5	0	-0.0211534
7676	0	0.0025028
7676.5	0	-0.00263894
7677	0.00237	0.0136659
7677.5	0	0.0142209
7678	-0.00237	-0.00365472
7678.5	0.00237	-0.00366519
7679	0	-0.00160221
7679.5	0	-0.00136136
7680	0	-0.00109956
7680.5	0.00237	-0.00573864
7681	0.00237	-0.00260752
7681.5	-0.00237	0.0366519
7682	0	0.0324736
7682.5	0.00237	0.0108594
7683	0	-0.00117286
7683.5	-0.00237	-0.00901637
7684	0	-0.0236457
7684.5	-0.00237	0.00588525
7685	0	0.00113097
7685.5	0	-0.0151948
7686	-0.00237	-0.00430398
7686.5	0	-0.00859749
7687	0	-0.0128072
7687.5	-0.00237	0.00303687
7688	0	0.0032149
7688.5	0	0.00674395
7689	0	-0.0275518
7689.5	0.00237	0.0182841
7690	0	-0.0187344
7690.5	-0.00237	0.02374
7691	0	-0.0263265
7691.5	0	0.0147655
7692	-0.00237	-0.0146817
7692.5	0.00237	0.0288293
7693	0	-0.0185145
7693.5	0.00237	0.00569675
7694	0	-0.022808
7694.5	0	0.014776
7695	0	0.00215723
7695.5	0	0.0194883
7696	-0.00237	0.00340339
7696.5	0	-0.00592714
7697	0	-0.0287875
7697.5	0	0.0225357
7698	0	0.0409035
7698.5	0	-0.00914203
7699	0	-0.00842994
7699.5	-0.00237	-0.00854513
7700	0	0.00698481
7700.5	0	0.00902684
7701	0	-0.0105453
7701.5	0.00237	0.00985413
7702	0	0.0126187
7702.5	0.00237	0.00790634
7703	0	0.0065031
7703.5	-0.00237	-0.00933053
7704	0.00237	-0.0186506
7704.5	0	-0.00514174
7705	0.00237	-0.0136973
7705.5	0	0.00628319
7706	-0.00237	-0.0125035
7706.5	0	-0.00696386
7707	0	0.0121265
7707.5	0	0.0263894
7708	-0.00237	0.0183155
7708.5	0	0.00755029
7709	0	-0.0243159
7709.5	0	0.02019
7710	0	0.00810531
7710.5	0	0.0183678
7711	0	-0.0221692
7711.5	0	-0.00923628
7712	0	-0.0260124
7712.5	0	0.0138544
7713	0	0.00677537
7713.5	0	-0.00184307
7714	0.00237	0.0170798
7714.5	0	-0.00281696
7715	0	-0.00489041
7715.5	0	0.010095
7716	0	-0.0316149
7716.5	-0.00237	-0.0258658
7717	-0.00237	-0.0105453
7717.5	0	-0.00577006
7718	0	-0.00615752
7718.5	0	-0.0123988
7719	0	-0.0357304
7719.5	0.00237	-0.000649262
7720	-0.00237	-0.00122522
7720.5	-0.00237	0.0113411
7721	0	-0.0358037
7721.5	0	0.00973894
7722	0	0.0221901
7722.5	0	-0.0015708
7723	0	-0.00956091
7723.5	0	-0.012336
7724	0	-0.000534071
7724.5	0.00237	-0.00767596
7725	-0.00237	-0.0159383
7725.5	0	0.00668112
7726	0	0.012137
7726.5	-0.00237	-0.0162211
7727	0	-0.0179909
7727.5	0	0.0089326
7728	0	-0.0147341
7728.5	-0.00237	0.00805295
7729	0	-0.0180642
7729.5	0.00237	0.00578053
7730	0.00237	0.0123883
7730.5	0	0.0140115
7731	0	0.00299498
7731.5	0	-0.00312065
7732	0	-0.0125873
7732.5	-0.00237	0.0101264
7733	-0.00237	-0.016085
7733.5	0	-0.0247767
7734	0	0.013624
7734.5	-0.00237	-0.0258972
7735	0	0.0134146
7735.5	0	-0.00235619
7736	0	0.00894307
7736.5	0	-0.0233734
7737	0	0.0221796
7737.5	0	-0.025206
7738	0.00237	-0.00132994
7738.5	0	0.0249442
7739	0	0.0229022
7739.5	0	-0.0174149
7740	0	-0.00801106
7740.5	0	0.0193627
7741	0	-0.00694292
7741.5	0	-0.0115925
7742	0	-0.0235096
7742.5	-0.00237	0.0235724
7743	0	-0.013645
7743.5	0.00237	-0.0364425
7744	0	0.021478
7744.5	-0.00237	-0.00401077
7745	-0.00237	0.00480664
7745.5	0	-0.0107757
7746	-0.00237	-0.0127444
7746.5	0	-0.0219388
7747	0	-0.0152367
7747.5	0	-0.00259705
7748	0	-0.00372802
7748.5	0	-0.00620988
7749	-0.00237	-0.0314264
7749.5	0	0.0069115
7750	0	-0.0372802
7750.5	0	0.021855
7751	-0.00237	0.00670206
7751.5	-0.00237	0.0146712
7752	0	0.00725708
7752.5	0	-0.00113097
7753	0	-0.00358142
7753.5	0	-0.0257087
7754	0.00237	-0.0122941
7754.5	0	0.0119904
7755	0.00237	0.00819956
7755.5	0	0.00419926
